sample_id,split,segment_id,start_time,end_time,input_std_paths_json,target_std_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S001266,train,1,2026-01-29 01:24:00,2026-01-29 02:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:24:00"", ""2026-01-29 01:30:00"", ""2026-01-29 01:36:00"", ""2026-01-29 01:42:00"", ""2026-01-29 01:48:00""]","[""2026-01-29 01:54:00"", ""2026-01-29 02:00:00"", ""2026-01-29 02:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001267,train,1,2026-01-29 01:30:00,2026-01-29 02:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:30:00"", ""2026-01-29 01:36:00"", ""2026-01-29 01:42:00"", ""2026-01-29 01:48:00"", ""2026-01-29 01:54:00""]","[""2026-01-29 02:00:00"", ""2026-01-29 02:06:00"", ""2026-01-29 02:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001268,train,1,2026-01-29 01:36:00,2026-01-29 02:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:36:00"", ""2026-01-29 01:42:00"", ""2026-01-29 01:48:00"", ""2026-01-29 01:54:00"", ""2026-01-29 02:00:00""]","[""2026-01-29 02:06:00"", ""2026-01-29 02:12:00"", ""2026-01-29 02:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001269,train,1,2026-01-29 01:42:00,2026-01-29 02:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:42:00"", ""2026-01-29 01:48:00"", ""2026-01-29 01:54:00"", ""2026-01-29 02:00:00"", ""2026-01-29 02:06:00""]","[""2026-01-29 02:12:00"", ""2026-01-29 02:18:00"", ""2026-01-29 02:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001270,train,1,2026-01-29 01:48:00,2026-01-29 02:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:48:00"", ""2026-01-29 01:54:00"", ""2026-01-29 02:00:00"", ""2026-01-29 02:06:00"", ""2026-01-29 02:12:00""]","[""2026-01-29 02:18:00"", ""2026-01-29 02:24:00"", ""2026-01-29 02:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001271,train,1,2026-01-29 01:54:00,2026-01-29 02:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 01:54:00"", ""2026-01-29 02:00:00"", ""2026-01-29 02:06:00"", ""2026-01-29 02:12:00"", ""2026-01-29 02:18:00""]","[""2026-01-29 02:24:00"", ""2026-01-29 02:30:00"", ""2026-01-29 02:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001272,train,1,2026-01-29 02:00:00,2026-01-29 02:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:00:00"", ""2026-01-29 02:06:00"", ""2026-01-29 02:12:00"", ""2026-01-29 02:18:00"", ""2026-01-29 02:24:00""]","[""2026-01-29 02:30:00"", ""2026-01-29 02:36:00"", ""2026-01-29 02:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001273,train,1,2026-01-29 02:06:00,2026-01-29 02:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:06:00"", ""2026-01-29 02:12:00"", ""2026-01-29 02:18:00"", ""2026-01-29 02:24:00"", ""2026-01-29 02:30:00""]","[""2026-01-29 02:36:00"", ""2026-01-29 02:42:00"", ""2026-01-29 02:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001274,train,1,2026-01-29 02:12:00,2026-01-29 02:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:12:00"", ""2026-01-29 02:18:00"", ""2026-01-29 02:24:00"", ""2026-01-29 02:30:00"", ""2026-01-29 02:36:00""]","[""2026-01-29 02:42:00"", ""2026-01-29 02:48:00"", ""2026-01-29 02:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001275,train,1,2026-01-29 02:18:00,2026-01-29 03:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129021800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:18:00"", ""2026-01-29 02:24:00"", ""2026-01-29 02:30:00"", ""2026-01-29 02:36:00"", ""2026-01-29 02:42:00""]","[""2026-01-29 02:48:00"", ""2026-01-29 02:54:00"", ""2026-01-29 03:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001276,train,1,2026-01-29 02:24:00,2026-01-29 03:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129022400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:24:00"", ""2026-01-29 02:30:00"", ""2026-01-29 02:36:00"", ""2026-01-29 02:42:00"", ""2026-01-29 02:48:00""]","[""2026-01-29 02:54:00"", ""2026-01-29 03:00:00"", ""2026-01-29 03:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001277,train,1,2026-01-29 02:30:00,2026-01-29 03:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:30:00"", ""2026-01-29 02:36:00"", ""2026-01-29 02:42:00"", ""2026-01-29 02:48:00"", ""2026-01-29 02:54:00""]","[""2026-01-29 03:00:00"", ""2026-01-29 03:06:00"", ""2026-01-29 03:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001278,train,1,2026-01-29 02:36:00,2026-01-29 03:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129023600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:36:00"", ""2026-01-29 02:42:00"", ""2026-01-29 02:48:00"", ""2026-01-29 02:54:00"", ""2026-01-29 03:00:00""]","[""2026-01-29 03:06:00"", ""2026-01-29 03:12:00"", ""2026-01-29 03:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001279,train,1,2026-01-29 02:42:00,2026-01-29 03:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:42:00"", ""2026-01-29 02:48:00"", ""2026-01-29 02:54:00"", ""2026-01-29 03:00:00"", ""2026-01-29 03:06:00""]","[""2026-01-29 03:12:00"", ""2026-01-29 03:18:00"", ""2026-01-29 03:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001280,train,1,2026-01-29 02:48:00,2026-01-29 03:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129024800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:48:00"", ""2026-01-29 02:54:00"", ""2026-01-29 03:00:00"", ""2026-01-29 03:06:00"", ""2026-01-29 03:12:00""]","[""2026-01-29 03:18:00"", ""2026-01-29 03:24:00"", ""2026-01-29 03:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001281,train,1,2026-01-29 02:54:00,2026-01-29 03:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129025400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 02:54:00"", ""2026-01-29 03:00:00"", ""2026-01-29 03:06:00"", ""2026-01-29 03:12:00"", ""2026-01-29 03:18:00""]","[""2026-01-29 03:24:00"", ""2026-01-29 03:30:00"", ""2026-01-29 03:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001282,train,1,2026-01-29 03:00:00,2026-01-29 03:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 03:00:00"", ""2026-01-29 03:06:00"", ""2026-01-29 03:12:00"", ""2026-01-29 03:18:00"", ""2026-01-29 03:24:00""]","[""2026-01-29 03:30:00"", ""2026-01-29 03:36:00"", ""2026-01-29 03:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001283,train,1,2026-01-29 03:06:00,2026-01-29 03:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129030600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 03:06:00"", ""2026-01-29 03:12:00"", ""2026-01-29 03:18:00"", ""2026-01-29 03:24:00"", ""2026-01-29 03:30:00""]","[""2026-01-29 03:36:00"", ""2026-01-29 03:42:00"", ""2026-01-29 03:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001284,train,1,2026-01-29 03:12:00,2026-01-29 03:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129035400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 03:12:00"", ""2026-01-29 03:18:00"", ""2026-01-29 03:24:00"", ""2026-01-29 03:30:00"", ""2026-01-29 03:36:00""]","[""2026-01-29 03:42:00"", ""2026-01-29 03:48:00"", ""2026-01-29 03:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S001285,train,1,2026-01-29 03:18:00,2026-01-29 04:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129031800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129032400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129033600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129034800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129035400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260129040000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-29 03:18:00"", ""2026-01-29 03:24:00"", ""2026-01-29 03:30:00"", ""2026-01-29 03:36:00"", ""2026-01-29 03:42:00""]","[""2026-01-29 03:48:00"", ""2026-01-29 03:54:00"", ""2026-01-29 04:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
